,Reg no.,Name,Incorp-orated,Dissolved,Type
1202,2933890,"Achievemore Information Technology Co., Limited
飛騰達信息科技(香港)有限公司",2020-04-20,,"Private, ltd by shares"
1203,2928053,"Achiever Holding Limited
卓越持有有限公司",2020-03-30,,"Private, ltd by shares"
1204,2908989,Achiever Investment Limited,2020-01-06,,"Private, ltd by shares"
1205,2934276,Achievers Empowerment Limited,2020-04-21,,"Private, ltd by shares"
1206,2965396,ACHLOR LIAOCHENG LIMITED,2020-08-05,,"Private, ltd by shares"
1207,2913984,"ACHUN BEAUTY PRODUCTS CO., LIMITED
阿春美容用品有限公司",2020-01-21,,"Private, ltd by shares"
1208,2967724,"ACI Development Limited
資產正確投資有限公司",2020-08-13,,"Private, ltd by shares"
1209,2916195,ACI Railway Engineering Limited,2020-02-13,,"Private, ltd by shares"
1210,2916188,Acid Limited (The),2020-02-13,,"Private, ltd by shares"
1211,2961637,Acionna Trade Corporation Limited,2020-07-17,,"Private, ltd by shares"
1212,3002197,"ACJ ENTERPRISE LIMITED
金名實業有限公司",2020-12-15,,
1213,2999510,ACJT HK Limited,2020-12-03,,
1214,2991235,"ACK Education Company Limited
柏煦教育有限公司",2020-11-05,,"Private, ltd by shares"
1215,3003123,ACK Electronics Limited,2020-12-18,,
1216,2985302,ACM (HK) 02 Limited,2020-10-15,,"Private, ltd by shares"
1217,2941664,"ACM Consultancy Services Limited
雅思工程顧問有限公司",2020-05-14,,"Private, ltd by shares"
1218,2970219,"ACME AGRO GROUP LIMITED
艾克美農業集團股份有限公司",2020-08-21,,"Private, ltd by shares"
1219,2978224,ACME FOREVER LIMITED,2020-09-17,,"Private, ltd by shares"
1220,2990146,"ACME HOME DECO CO., LIMITED
宜美達科技有限公司",2020-11-03,,"Private, ltd by shares"
1221,2987596,"ACME INDUSTRY HK LIMITED
艾可米實業香港有限公司",2020-10-23,,"Private, ltd by shares"
1222,2929980,"ACME INTERNATIONAL CO., LIMITED
中成自然國際有限公司",2020-04-07,,"Private, ltd by shares"
1223,2943517,"Acme Rongxiang Co., Limited
極致融享有限公司",2020-05-20,,"Private, ltd by shares"
1224,2962527,"ACME TECHNOLOGY (HONGKONG) CO., LIMITED",2020-07-23,,"Private, ltd by shares"
1225,2978936,ACONS LIMITED,2020-09-21,,"Private, ltd by shares"
1226,2982095,"Acorn Trading (Hong Kong) Limited
橡果貿易（香港）有限公司",2020-10-01,,"Private, ltd by shares"
1227,2955067,"Acoss Limited
安詢有限公司",2020-06-26,,"Private, ltd by shares"
1228,2910426,"AcPeak (Hong Kong) Limited
峻流科技(香港)有限公司",2020-01-09,,"Private, ltd by shares"
1229,2928374,"ACPLUS CO., LIMITED",2020-03-31,,"Private, ltd by shares"
1230,2955724,"ACQUA DI BEAUTY LIMITED
沁淇美容集團有限公司",2020-06-29,,"Private, ltd by shares"
1231,2916613,ACQUIRE NETWORK LIMITED,2020-02-17,,"Private, ltd by shares"
1232,2972571,ACQUIRE SUCCESS (HONG KONG) LIMITED,2020-08-28,,"Private, ltd by shares"
1233,2930115,"Acquire Tech (HK) Company Limited
艾魁爾 (香港) 科技有限公司",2020-04-07,,"Private, ltd by shares"
1234,2981651,ACQUISITIONIFY LIMITED,2020-09-30,,"Private, ltd by shares"
1235,2985658,Acraze Company Limited,2020-10-16,,"Private, ltd by shares"
1236,2981222,ACROPOLIS LIMITED (HK),2020-09-28,,"Private, ltd by shares"
1237,2965274,"Acropolis Property Management Limited
衛誠物業管理有限公司",2020-08-04,,"Private, ltd by shares"
1238,2958721,Across Limited,2020-07-08,,"Private, ltd by shares"
1239,2940328,"Across Sea Industrial International Trade Co., Limited
越海實業國際貿易有限公司",2020-05-09,,"Private, ltd by shares"
1240,2985436,Across Shopping Limited,2020-10-16,,"Private, ltd by shares"
1241,2914023,ACS Corporate Services Limited,2020-01-21,,"Private, ltd by shares"
1242,2951433,"ACS HOLDING LIMITED
譽峰控股有限公司",2020-06-12,,"Private, ltd by shares"
1243,2960529,ACS MOTORSPORT HONGKONG LIMITED,2020-07-14,,"Private, ltd by shares"
1244,2993368,ACSEE GLOBAL LIMITED,2020-11-12,,"Private, ltd by shares"
1245,2988334,ACT CONSULTANTS LIMITED,2020-10-28,,"Private, ltd by shares"
1246,2934587,"ACT CREATIVE LIMITED
創作行動有限公司",2020-04-22,,"Private, ltd by shares"
1247,2915396,ACT FAST LIMITED (b2020-02-03),2020-02-03,,"Private, ltd by shares"
1248,2928711,"ACT Key Technology Co., Limited
愛馳特科技有限公司",2020-04-01,,"Private, ltd by shares"
1249,2949235,Act3 International Limited,2020-06-05,,"Private, ltd by shares"
1250,2979851,ACTECH LIMITED (HK),2020-09-23,,"Private, ltd by shares"
1251,2941787,Actic Innovation Limited,2020-05-14,,"Private, ltd by shares"
1252,2986216,Actif International Property Century 21 Limited,2020-10-20,,"Private, ltd by shares"
1253,2929788,"ACTINIA SCIENTIFIC BIOLOGICAL TECHNOLOGY LIMITED
高科源生物科技有限公司",2020-04-06,,"Private, ltd by shares"
1254,2974981,"ACTION ASIA LIMITED
藝迅亞洲有限公司",2020-09-05,,"Private, ltd by shares"
1255,2951657,"ACTION ASIA PACIFIC LIMITED
安客信亞太有限公司",2020-06-15,,"Private, ltd by shares"
1256,2996389,"ACTION BRIGHT TECHNOLOGY LIMITED
易輝科技有限公司",2020-11-23,,
1257,2982670,"ACTION CHEERS (HK) LIMITED
行欣(香港)有限公司",2020-10-06,,"Private, ltd by shares"
1258,2950660,ACTION CONCEPT LIMITED,2020-06-11,,"Private, ltd by shares"
1259,2951722,"ACTION E-COMMERCE LOGISTICS LIMITED
安客信電商物流有限公司",2020-06-15,,"Private, ltd by shares"
1260,2975394,"Action Family Company Limited
愛誠家族有限公司",2020-09-07,,"Private, ltd by shares"
1261,2995988,ACTION GOODS HK LIMITED,2020-11-20,,"Private, ltd by shares"
1262,2948875,Action Node Limited,2020-06-05,,"Private, ltd by shares"
1263,3004807,Action Now Company Limited,2020-12-24,,
1264,3001693,"ACTION TECHNOLOGY INTERNATIONAL LIMITED
聯眾國際科技股份有限公司",2020-12-11,,
1265,2953209,"Action Union Industry Limited
動盟實業有限公司",2020-06-19,,"Private, ltd by shares"
1266,2975614,Action Wordwide Limited,2020-09-08,,"Private, ltd by shares"
1267,2933005,ACTION YP LIMITED,2020-04-17,,"Private, ltd by shares"
1268,2970413,"Action18 Limited
動元十八有限公司",2020-08-21,,"Private, ltd by shares"
1269,2934394,"Actions Overseas Learning Consultation Limited
知行海外升學及進修顧問有限公司",2020-04-21,,"Private, ltd by shares"
1270,2989617,ACTIONS SPEAK TRAINING AND DEVELOPMENT LIMITED,2020-10-30,,"Private, ltd by shares"
1271,2988317,Actis Ditto Holdings (HK) Limited,2020-10-28,,"Private, ltd by shares"
1272,3004203,"ACTIVATE GAIN LIMITED
迪雅有限公司",2020-12-23,,
1273,2979633,ACTIVATE SPORTSWEAR LIMITED,2020-09-22,,"Private, ltd by shares"
1274,2999331,ACTIVATION BEAUTY LIMITED,2020-12-02,,
1275,2924312,"Activation Marketing Limited
艾德韋宣營銷有限公司",2020-03-17,,"Private, ltd by shares"
1276,3006124,Active Electronic Technology Limited,2020-12-30,,
1277,2972180,"ACTIVE GROWTH INVESTMENTS LIMITED
動發投資有限公司",2020-08-28,,"Private, ltd by shares"
1278,2921279,ACTIVE HK TRADE LIMITED,2020-03-05,,"Private, ltd by shares"
1279,2982214,"Active Land Co., Limited
愛藍有限公司",2020-10-05,,"Private, ltd by shares"
1280,3000395,"Active Management Partners Limited
雅士管理有限公司",2020-12-07,,
1281,2995716,"Active Power Industrial Co., Limited",2020-11-20,,"Private, ltd by shares"
1282,2922014,"ACTIVE REHAB LIMITED
動態復康有限公司",2020-03-09,,"Private, ltd by shares"
1283,2977643,ACTIVE STRENGTH HOLDINGS LIMITED,2020-09-15,,"Private, ltd by shares"
1284,2985804,"ACTIVE WORKS DECORATION COMPANY LIMITED
睿煌制作有限公司",2020-10-19,,"Private, ltd by shares"
1285,2966581,"ACTIVE WORLD LIMITED (HK)
興薈有限公司",2020-08-10,,"Private, ltd by shares"
1286,2951667,AcTiVeKiDs Fitness Limited,2020-06-15,,"Private, ltd by shares"
1287,2932750,ActiveMonkey Trading Limited,2020-04-17,,"Private, ltd by shares"
1288,2981976,"Activity Ideal Technology Co., Limited
艾可科技有限公司",2020-09-30,,"Private, ltd by shares"
1289,2961989,ActivKidz Asia Limited,2020-07-20,,"Private, ltd by shares"
1290,2962405,ActivPro Limited,2020-07-22,,"Private, ltd by shares"
1291,2938476,"Actor's Vision Limited
大象創作有限公司",2020-05-05,,Ltd by guarantee
1292,2912879,"Acts 29 Limited
靈風廿九有限公司",2020-01-16,,Ltd by guarantee
1293,3006301,"Actual Filming Limited
實拍製作有限公司",2020-12-30,,
1294,2972871,"Actual Time Import and Export Trade Limited
實時進出口貿易有限公司",2020-08-31,,"Private, ltd by shares"
1295,2948327,"Actuarial Education Centre Limited
精算教育中心有限公司",2020-06-03,,"Private, ltd by shares"
1296,2944579,"ACU Bullion Limited
亞數金業有限公司",2020-05-22,,"Private, ltd by shares"
1297,3002384,ACU Money Changer Limited,2020-12-16,,
1298,2987785,"Acuity Holding Limited
敏鋭控股有限公司",2020-10-24,,"Private, ltd by shares"
1299,2914436,"Acuity Professional Consulting Company Limited
易智朗專業顧問有限公司",2020-01-22,,"Private, ltd by shares"
1300,2960164,ACUMEN COMPANY SECRETARIES LIMITED,2020-07-13,,"Private, ltd by shares"
1301,2953138,"Acumen Electronic Technology Co., Limited
博弈科技有限公司",2020-06-18,,"Private, ltd by shares"
1302,3003032,Acument Group Limited,2020-12-18,,
1303,2948731,"Acumentree Digital Creations Limited
敏銳樹有限公司",2020-06-04,,"Private, ltd by shares"
1304,3005076,"ACUNEX MEDICAL CO., LIMITED",2020-12-28,,
1305,2927580,"Acura Shield Co., Limited",2020-03-27,,"Private, ltd by shares"
1306,2936464,"Acusa Limited
奧古(香港)有限公司",2020-04-27,,"Private, ltd by shares"
1307,2998216,"ACUTE INSIGHT CONSTRUCTION COMPANY LIMITED
銳見建設有限公司",2020-11-30,,
1308,2916034,"ACUTE SUCCESS HOLDINGS (HONG KONG) LIMITED
銳勝控股(香港)有限公司",2020-02-11,,"Private, ltd by shares"
1309,2946400,ACZ LIMITED,2020-05-29,,"Private, ltd by shares"
1310,2999677,AD Asset Advisors (HK) Limited,2020-12-03,,
1311,3003842,"AD ASTRA INTERNATIONAL LIMITED
君臨國際貿易有限公司",2020-12-22,,
1312,2918045,Ad astra per aspera Limited,2020-02-24,,"Private, ltd by shares"
1313,2953499,"AD ASTRA TECHNOLOGY LIMITED
向星科技有限公司",2020-06-19,,"Private, ltd by shares"
1314,2983491,AD Global Limited,2020-10-08,,"Private, ltd by shares"
1315,2998347,Ad Idem Consulting Limited (HK),2020-11-30,,
1316,2988641,"AD INFINITUM ENGINEERING COMPANY LIMITED
溢豐環保工程有限公司",2020-10-28,,"Private, ltd by shares"
1317,2968865,AD INTERNATIONAL IMPORT AND EXPORT LIMITED,2020-08-17,,"Private, ltd by shares"
1318,2992755,"AD Investment (HK) Limited
海狸環球貿易有限公司",2020-11-11,,"Private, ltd by shares"
1319,3001115,"AD Medical Supplies Company Limited
安迪醫藥供應有限公司",2020-12-10,,
1320,2912308,"AD Merchant Co., Limited",2020-01-15,,"Private, ltd by shares"
1321,2999365,AD TECHNOLOGY CONSULTING LIMITED (HK),2020-12-03,,
1322,2998921,AD&C'S COMPANY LIMITED,2020-12-01,,
1323,2945832,AD2GETHER LIMITED,2020-05-27,,"Private, ltd by shares"
1324,2948812,"Ada (France) International Group Co., Limited
阿道夫(法國)國際集團有限公司",2020-06-04,,"Private, ltd by shares"
1325,3002121,"ADA AITA CO., LIMITED
愛塔有限公司",2020-12-15,,
1326,2934884,"ADA INTERNATIONAL TRADE DEVELOPMENT LIMITED
艾達國際貿易發展有限公司",2020-04-22,,"Private, ltd by shares"
1327,2942770,ADA LIMITED,2020-05-18,,"Private, ltd by shares"
1328,2915915,"ADA Services Limited (HK)
一定得服務有限公司",2020-02-10,,"Private, ltd by shares"
1329,2990904,"ADA SUPPLY CO., LIMITED",2020-11-04,,"Private, ltd by shares"
1330,2918695,ADAC LIMITED,2020-02-26,,"Private, ltd by shares"
1331,2940202,ADAE INTERNATIONAL TRADING LIMITED,2020-05-08,,"Private, ltd by shares"
1332,2965320,"Adah Technology Co., Limited
艾答哈科技有限公司",2020-08-04,,"Private, ltd by shares"
1333,2951648,Adam & Rayan International Company Limited,2020-06-15,,"Private, ltd by shares"
1334,2951046,ADAM TRADE LIMITED,2020-06-12,,"Private, ltd by shares"
1335,2975574,ADAM WATCH CO. LIMITED,2020-09-08,,"Private, ltd by shares"
1336,2936605,"ADAMAR ONLINE TECHNOLOGY LIMITED
亞德瑪線上科技有限公司",2020-04-28,,"Private, ltd by shares"
1337,2914703,ADAMAS - T. I. S. G. ASIA LIMITED,2020-01-23,,"Private, ltd by shares"
1338,2965965,ADAMIANI LIMITED,2020-08-06,,"Private, ltd by shares"
1339,2997332,"ADAOFU (CHINA) HOLDING LIMITED
阿道夫(中國)控股有限公司",2020-11-26,,
1340,2954110,"ADAOFU STOMATOLOGY (HK) PERSONAL HEALTH CARE LIMITED
阿道夫口腔(香港)個人健康護理有限公司",2020-06-23,,"Private, ltd by shares"
1341,2953969,ADAPPTER LIMITED,2020-06-22,,"Private, ltd by shares"
1342,2953594,"ADAPS PHOTONICS (HK) CO., LIMITED
靈明光子(香港)科技有限公司",2020-06-19,,"Private, ltd by shares"
1343,3002256,"ADAPS PHOTONICS TECHNOLOGY (HK) CO., LIMITED
靈明光子(香港)技術有限公司",2020-12-15,,
1344,2981396,Adapt Global Group (HK) Limited,2020-09-29,,"Private, ltd by shares"
1345,2913009,"ADAPTIVE EDUCATION COMPANY LIMITED
因材教育有限公司",2020-01-17,,"Private, ltd by shares"
1346,2954012,ADASION (HK) TECHNOLOGY LIMITED,2020-06-22,,"Private, ltd by shares"
1347,2939200,ADAY LIMITED,2020-05-07,,"Private, ltd by shares"
1348,2931378,ADB Limited (HK),2020-04-14,,"Private, ltd by shares"
1349,2936576,"ADBEST INTERNATIONAL CO., LIMITED
艾德貝斯國際有限公司",2020-04-27,,"Private, ltd by shares"
1350,2908498,ADBRD ALLIANCE LIMITED,2020-01-03,,"Private, ltd by shares"
1351,2928820,ADC GLOBAL LIMITED,2020-04-01,,"Private, ltd by shares"
1352,2983181,ADC INTERNATIONAL LIMITED (HK),2020-10-07,,"Private, ltd by shares"
1353,2938341,"ADC SHIPPING AGENCY (HK) COMPANY LIMITED
駿達船務代理(香港)有限公司",2020-05-05,,"Private, ltd by shares"
1354,2919283,Adcore East Limited,2020-02-27,,"Private, ltd by shares"
1355,2973172,"Add a Little Technology Co., Limited
加壹點科技有限公司",2020-09-01,,"Private, ltd by shares"
1356,3000706,"ADD SHING TRADING LIMITED
加盛貿易有限公司",2020-12-08,,
1357,2910438,"Add Trading Co., Limited (HK)
壹添貿易有限公司",2020-01-09,,"Private, ltd by shares"
1358,2991726,"ADD-ON LIMITED
浩加有限公司",2020-11-06,,"Private, ltd by shares"
1359,2953505,"ADD-ON LIVING LIMITED
家添生活有限公司",2020-06-19,,"Private, ltd by shares"
1360,2996971,"ADDA Edutainment Limited
加雅科教有限公司",2020-11-25,,
1361,3004370,Addicted Asia Limited,2020-12-23,,
1362,2908092,"Addify Limited
愛迪發有限公司",2020-01-03,,"Private, ltd by shares"
1363,2941578,ADDISON KALLIAS LIMITED,2020-05-14,,"Private, ltd by shares"
1364,2926091,"AddLife Limited
安德人壽有限公司",2020-03-24,,"Private, ltd by shares"
1365,3006210,"ADDMORE BRAND MANAGEMENT LIMITED
愛得特品牌管理有限公司",2020-12-30,,
1366,2971610,"Addoil Education Limited
加油教育有限公司",2020-08-26,,Ltd by guarantee
1367,2916871,"Addoworks Limited
啟道集團有限公司",2020-02-18,,"Private, ltd by shares"
1368,2908405,ADealer Limited,2020-01-03,,"Private, ltd by shares"
1369,2924468,"ADEARS International Biotechnology Co., Limited
愛諦兒國際生物科技有限公司",2020-03-17,,"Private, ltd by shares"
1370,2935827,ADEL HOLDINGS LIMITED,2020-04-24,,"Private, ltd by shares"
1371,2911263,"Adel KG Trading Co., Limited",2020-01-13,,"Private, ltd by shares"
1372,2925704,"Adelaide International Company Limited
曉玥國際有限公司",2020-03-20,,"Private, ltd by shares"
1373,2945619,"ADELANTE GROUP LIMITED
阿德蘭特集團有限公司",2020-05-27,,"Private, ltd by shares"
1374,2978073,ADELE HOLDING LIMITED,2020-09-16,,"Private, ltd by shares"
1375,3004722,ADELELEUNG.HK LIMITED,2020-12-24,,
1376,2997635,ADEN TRADING COMPANY LIMITED,2020-11-26,,
1377,2964293,ADEOUS LIMITED,2020-07-30,,"Private, ltd by shares"
1378,2937358,ADF INTERNATIONAL LIMITED,2020-04-29,,"Private, ltd by shares"
1379,2930397,ADG CAPITAL LIMITED,2020-04-08,,"Private, ltd by shares"
1380,2969646,"ADI INDUSTRY CO., LIMITED
埃迪實業有限公司",2020-08-20,,"Private, ltd by shares"
1381,2970971,Adia Direct Investments Limited,2020-08-25,,"Private, ltd by shares"
1382,2986478,"Adia Group Limited
埃地亞集團有限公司",2020-10-20,,"Private, ltd by shares"
1383,2945555,"ADIA HOLDING GROUP LIMITED
新天控股集團有限公司",2020-05-26,,"Private, ltd by shares"
1384,3003302,"ADIA HOLDING LIMITED
新天控股有限公司",2020-12-18,,
1385,2931487,"ADIDAS AG LIMITED
阿迪達斯有限公司",2020-04-14,,"Private, ltd by shares"
1386,2968702,Adient Automotive Hong Kong Limited,2020-08-17,,"Private, ltd by shares"
1387,3002271,ADIL POWER TRADING LIMITED,2020-12-15,,
1388,2957689,Adireto Holdings Limited,2020-07-06,,"Private, ltd by shares"
1389,2935325,"ADISON (HONGKONG) TRADING CO., LIMITED
愛電生貿易有限公司",2020-04-23,,"Private, ltd by shares"
1390,2946890,Adjust-IT Solutions Limited,2020-05-29,,"Private, ltd by shares"
1391,2933373,ADK Sourcing Solutions HK Limited,2020-04-20,,"Private, ltd by shares"
1392,2926509,"AdLink Co., Limited",2020-03-25,,"Private, ltd by shares"
1393,2929513,"AdLink Group Co., Limited
艾德領客集團有限公司",2020-04-03,,"Private, ltd by shares"
1394,2950582,ADM CAPITAL CLIMATE LIMITED,2020-06-11,,"Private, ltd by shares"
1395,2976828,"ADM EXHIBITION SERVICE LIMITED
埃狄縵(香港)展覽服務有限公司",2020-09-11,,"Private, ltd by shares"
1396,3002425,"ADM TRADE LIMITED (HK)
阿丹國際貿易有限公司",2020-12-16,,
1397,2951609,Admaxy Limited,2020-06-15,,"Private, ltd by shares"
1398,2956375,ADMIN ASIA HK LIMITED,2020-07-02,,"Private, ltd by shares"
1399,2911002,ADMIRE VIEW LIMITED (HK),2020-01-10,,"Private, ltd by shares"
1400,2985680,"Adoff (HK) Group Co., Limited
啊道夫(香港)集團有限公司",2020-10-16,,"Private, ltd by shares"
1401,2955583,"ADOLF (CHINA) DAILY CHEMICAL GROUP LIMITED
阿道夫(中國)日化集團有限公司",2020-06-29,,"Private, ltd by shares"
1402,2970751,"Adolf (Germany) Biological Group Co., LIMITED
阿道夫(德國)生物集團有限公司",2020-08-24,,"Private, ltd by shares"
1403,2937325,"Adolf (Germany) Technology Holding Co., Limited
阿道夫(德國)科技控股有限公司",2020-04-29,,"Private, ltd by shares"
1404,2941668,"Adolf (Hong Kong) Commodity Co., Limited
阿道夫（香港）日用品有限公司",2020-05-14,,"Private, ltd by shares"
1405,2931705,"Adolf Biotech Co., Limited
阿道夫生物科技有限公司",2020-04-14,,"Private, ltd by shares"
1406,3002182,"Adolf International (Hong Kong) Limited
阿道夫國際(香港)有限公司",2020-12-15,,
1407,2946348,"Adolfo (Hong Kong) Washing Daily Chemicals Trading Co., Limited
阿道夫(香港)洗滌日化用品貿易有限公司",2020-05-28,,"Private, ltd by shares"
1408,2910267,Adonis Beauty (Hong Kong) Limited,2020-01-09,,"Private, ltd by shares"
1409,2981723,"Adonis Development Co., Limited
阿多斯發展有限公司",2020-09-30,,"Private, ltd by shares"
1410,2967205,Adoor Company Limited,2020-08-11,,"Private, ltd by shares"
1411,2935927,"Adore Industry Co., Limited",2020-04-24,,"Private, ltd by shares"
1412,2943798,ADORIE LIMITED,2020-05-21,,"Private, ltd by shares"
1413,2918102,"Adormono GSP Limited
歌之和有限公司",2020-02-24,,"Private, ltd by shares"
1414,2983506,Adorn International Limited,2020-10-08,,"Private, ltd by shares"
1415,2954008,ADORRGON (HK) TECHNOLOGY LIMITED,2020-06-22,,"Private, ltd by shares"
1416,2908935,ADPeak Company Limited,2020-01-06,,"Private, ltd by shares"
1417,2989589,"ADPT TECHNOLOGY CO., LIMITED
阿達普特科技有限公司",2020-10-30,,"Private, ltd by shares"
1418,2983699,Adrenalynk Limited,2020-10-09,,"Private, ltd by shares"
1419,2979907,Adria Group Limited (HK),2020-09-23,,"Private, ltd by shares"
1420,2916839,"ADRIAN & CO. (HK) LIMITED
傲政(香港)有限公司",2020-02-18,,"Private, ltd by shares"
1421,2925683,"Adrian Home International Co., Limited
艾德里安國際有限公司",2020-03-20,,"Private, ltd by shares"
1422,3001516,Adriano Pascual Limited,2020-12-11,,
1423,2911627,ADS PLATFORM LIMITED,2020-01-14,,"Private, ltd by shares"
1424,2908899,Ads-Best Limited,2020-01-06,,"Private, ltd by shares"
1425,2993594,ADSCANAL LIMITED,2020-11-13,,"Private, ltd by shares"
1426,2981208,ADSEEKER LIMITED,2020-09-28,,"Private, ltd by shares"
1427,2929168,ADSERVE GROUP LIMITED,2020-04-03,,"Private, ltd by shares"
1428,2927180,AdsFlare Limited,2020-03-26,,"Private, ltd by shares"
1429,3005063,Adsinfinity Tech Limited,2020-12-28,,
1430,2986688,"Adsmore Consulting Co., Limited",2020-10-21,,"Private, ltd by shares"
1431,2935708,ADSUM LIMITED,2020-04-24,,"Private, ltd by shares"
1432,2922755,"Adsun Machinery Co., Limited
沃德森機械有限公司",2020-03-11,,"Private, ltd by shares"
1433,2992728,"Adsupervisor Limited
廣告場記有限公司",2020-11-11,,"Private, ltd by shares"
1434,2935173,"ADSVANCE LIMITED
香港先行廣告有限公司",2020-04-23,,"Private, ltd by shares"
1435,2951643,ADT Alarm Monitoring Hong Kong Limited,2020-06-15,,"Private, ltd by shares"
1436,2911407,ADT Ventilation&Building Materials Limited,2020-01-13,,"Private, ltd by shares"
1437,2910102,ADV Connexion Limited,2020-01-08,,"Private, ltd by shares"
1438,2927476,"ADVANCE COLLECTION LIMITED
聯溢有限公司",2020-03-27,,"Private, ltd by shares"
1439,2942825,"ADVANCE COMMODITIES CO., LIMITED",2020-05-19,,"Private, ltd by shares"
1440,2952484,ADVANCE CREDIT COMPANY LIMITED,2020-06-17,,"Private, ltd by shares"
1441,2999385,"Advance Driving Limited
進階駕駛有限公司",2020-12-03,,
1442,2924757,"Advance Era Group Company Limited
佰仟昌融集團有限公司",2020-03-18,,"Private, ltd by shares"
1443,2916310,"ADVANCE EXPRESS LIMITED
進速有限公司",2020-02-14,,"Private, ltd by shares"
1444,2924619,"Advance Express Trading Limited
進速貿易有限公司",2020-03-18,,"Private, ltd by shares"
1445,2927361,"Advance Fire Engineering Limited
譽滿消防工程有限公司",2020-03-27,,"Private, ltd by shares"
1446,2968713,"Advance Food Service Limited
先進食品餐飲有限公司",2020-08-17,,"Private, ltd by shares"
1447,2997963,"ADVANCE GLOBAL LIMITED (b2020-11-27)
雋世有限公司",2020-11-27,,
1448,2966705,"Advance Industrial Co., Limited
騰飛達實業有限公司",2020-08-10,,"Private, ltd by shares"
1449,2965739,"ADVANCE INTELLECTUAL COMPANY LIMITED
啟明思有限公司",2020-08-06,,"Private, ltd by shares"
1450,2983939,"Advance Life International Limited
真益美生活事業有限公司",2020-10-09,,"Private, ltd by shares"
1451,2947905,ADVANCE LIGHTING SOLUTION LIMITED,2020-06-03,,"Private, ltd by shares"
1452,2915006,"Advance Medical Holding Limited
領先醫療控股有限公司",2020-01-24,,"Private, ltd by shares"
1453,2972042,Advance Medtech Limited,2020-08-27,,"Private, ltd by shares"
1454,2922224,"ADVANCE PROFIT INTERNATIONAL ENTERPRISE LIMITED
晉朝國際企業有限公司",2020-03-10,,"Private, ltd by shares"
1455,2913848,"ADVANCE RESEARCH SOLUTION LIMITED
佳晉市場研究有限公司",2020-01-21,,"Private, ltd by shares"
1456,2979280,"Advance Sport Club Limited
進擊體育會有限公司",2020-09-21,,"Private, ltd by shares"
1457,2945064,"ADVANCE STAR TRADING LIMITED
星圓貿易有限公司",2020-05-25,,"Private, ltd by shares"
1458,2971596,"AdvanceBio Limited
先科生物有限公司",2020-08-26,,"Private, ltd by shares"
1459,2984438,"ADVANCED & SUSTAINABLE TECHNOLOGIES ENGINEERING LIMITED
進發環保技術工程有限公司",2020-10-12,,"Private, ltd by shares"
1460,2954774,"Advanced Assembly Materials International Limited
先進封裝材料國際有限公司",2020-06-24,,"Private, ltd by shares"
1461,2997504,"ADVANCED BIOENERGY (HONGKONG) CO., LIMITED
艾德旺生物能源(香港)有限公司",2020-11-26,,
1462,2911696,"Advanced Biomedical Instrumentation Centre Limited
先進生物醫學儀器中心有限公司",2020-01-14,,Ltd by guarantee
1463,2921670,Advanced Business Achievement Limited,2020-03-06,,"Private, ltd by shares"
1464,2912317,ADVANCED BUSINESS CONCEPT LIMITED,2020-01-15,,"Private, ltd by shares"
1465,2936665,"Advanced Businesses and Customer Development Limited
興源建邦發展有限公司",2020-04-28,,"Private, ltd by shares"
1466,2953215,"Advanced Cards Encasement (ACE) Studio Co Limited
卡匠有限公司",2020-06-19,,"Private, ltd by shares"
1467,2953057,"Advanced Comet Education Limited
昇㷧教育有限公司",2020-06-18,,Ltd by guarantee
1468,2947861,"Advanced Construction System Company Limited
先進建築系統有限公司",2020-06-03,,"Private, ltd by shares"
1469,2916065,"Advanced Creative International Limited
智高創美國際有限公司",2020-02-12,,"Private, ltd by shares"
1470,2916837,ADVANCED DESIGN NET SERVICES & TRADING LIMITED,2020-02-18,,"Private, ltd by shares"
1471,2944054,"ADVANCED DEVICE COMPANY LIMITED
先進設備有限公司",2020-05-21,,"Private, ltd by shares"
1472,2967756,"Advanced Enzyme Far East Limited
榮邦國際貿易有限公司",2020-08-13,,"Private, ltd by shares"
1473,2971769,ADVANCED HEADFIRST LIMITED,2020-08-27,,"Private, ltd by shares"
1474,2962770,"ADVANCED HOLDINGS LIMITED (HK)
先峰集團有限公司",2020-07-24,,"Private, ltd by shares"
1475,2997033,ADVANCED INT'L TRADING LIMITED,2020-11-25,,
1476,2935984,ADVANCED INTELLIGENCE MANAGEMENT HOLDING LIMITED,2020-04-24,,"Private, ltd by shares"
1477,2991322,"Advanced Manufacturing Technology And Material Preparation Technology Development Center Limited
先進製造技術與材料製備科技發展中心有限公司",2020-11-05,,"Private, ltd by shares"
1478,3000030,"Advanced Marine International Trading Co., Limited
飛躍船舶國際貿易有限公司",2020-12-04,,
1479,2925872,Advanced Medical Development Published Limited,2020-03-23,,"Private, ltd by shares"
1480,2942732,Advanced Medtech Limited,2020-05-18,,"Private, ltd by shares"
1481,2951811,"ADVANCED MIC LIMITED
先進裝建有限公司",2020-06-15,,"Private, ltd by shares"
1482,2986597,"Advanced Professional Apparel Group (Wholesale) Limited
毅昇批發香港有限公司",2020-10-21,,"Private, ltd by shares"
1483,2943155,"Advanced Profit Development Limited
創營發展有限公司",2020-05-19,,"Private, ltd by shares"
1484,2920329,"ADVANCED PROFIT LIMITED
利駿達有限公司",2020-03-03,,"Private, ltd by shares"
